,id,name,transit,host_id,host_since,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,street,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,guests_included,extra_people,minimum_nights,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,check_in_24h,air_conditioning,high_end_electronics,bbq,balcony,nature_and_views,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,gym,child_friendly,parking,outdoor_space,host_greeting,hot_tub_sauna_or_pool,internet,long_term_stays,pets_allowed,private_entrance,secure,self_check_in,smoking_allowed,accessible,event_suitable
360,550858,Gorgeous Chelsea loft in the heart of Manhattan,"Nearly all major subway lines (1, N, R, F, C, E) and the PATH Train are within 2-7 minutes walking distance (one to four blocks away).  Penn Station is 5 minutes away on foot.",2277487,41031.0,,,0.0,1.0,1.0,"New York, NY, United States",Chelsea,40.74664,-73.99441,Loft,Entire home/apt,5,2.0,2,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Baby monitor"",""Outlet covers"",Bathtub,""Baby bath"",""High chair"",""Children’s books and toys"",""Window guards"",""Babysitter recommendations"",Crib,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens""}",399,2,95,3,23 months ago,1,0,0,0,0,15,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,1,1,0,0,0.31,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1
402,625197,"Williamsburg, Brooklyn Townhouse",safe and private parking space available Subway 7 minute walk away,1974637,40988.0,a few days or more,0.25,0.0,1.0,1.0,"Brooklyn, NY, United States",Brooklyn,40.71455,-73.93739,House,Entire home/apt,6,2.0,4,4,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer}",400,1,0,3,3 months ago,1,23,53,83,83,2,2,100.0,10.0,8.0,10.0,8.0,10.0,10.0,1,strict_14_with_grace_period,1,1,0,0,0.17,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1
415,644464,Loft Room in Heart of Williamsburg,,3225114,41132.0,,,0.0,1.0,0.0,"Brooklyn, NY, United States",Williamsburg,40.71827,-73.96259,Loft,Private room,2,1.0,1,1,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s)}",350,1,20,2,9 months ago,1,30,60,90,365,3,0,86.0,7.0,7.0,9.0,10.0,10.0,8.0,0,moderate,1,0,1,0,0.04,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1
436,672724,Elegant 2 BDRM Brooklyn Brownstone,The Lafayette Avenue station on the ‘C’ line is just 2-3 blocks away.,3411621,41150.0,within an hour,1.0,0.0,0.0,0.0,"Brooklyn, NY, United States",Brooklyn,40.68418,-73.9692599999999,Apartment,Entire home/apt,4,1.0,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",Bathtub,""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""No stairs or steps to enter"",""Accessible-height bed"",""No stairs or steps to enter"",""Accessible-height toilet""}",355,4,75,5,2 months ago,1,0,10,26,301,19,5,94.0,10.0,10.0,9.0,9.0,9.0,9.0,0,strict_14_with_grace_period,1,1,0,0,0.24,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1
457,710284,"**YOUR CHELSEA LOFT, WELCOME HOME",Subways - 1.5 blocks from the 1 and F-M trains - Within 2 blocks of C-E and N-R trains - 4 blocks from 6 train Easy access to Taxis,3642625,41174.0,,,0.0,1.0,1.0,"New York, NY, United States",Manhattan,40.74225,-73.99492,Apartment,Entire home/apt,3,2.0,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo}",425,2,25,5,35 months ago,1,0,0,0,0,7,0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,1,1,0,0,0.09,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
464,722451,"NYC Spacious 3b, new, river view","Convenient to 1,A,B,C,D, Hudson parkway and riverside drive.",3730928,41183.0,,,0.0,1.0,1.0,"New York, NY, United States",Harlem,40.82398,-73.954,Apartment,Entire home/apt,8,2.0,3,3,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo}",350,6,50,1,46 months ago,1,0,0,0,0,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,1,1,0,0,0.02,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
492,753399,SoHo Loft - The One,,3963008,41206.0,within a few hours,0.63,0.0,1.0,1.0,"New York, NY, United States",Manhattan,40.72408,-73.99823,Loft,Entire home/apt,2,1.5,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Private entrance""}",500,1,0,10,6 weeks ago,1,13,30,30,33,10,6,98.0,10.0,10.0,9.0,10.0,10.0,10.0,0,strict_14_with_grace_period,1,1,0,0,0.22,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1
499,764052,1 Bedroom Apartment in quiet area.,"Yes, only a 7 minute walk to the subway. Ditmars is the last stop on the N/W trains. Easy to get to. Also a 7 minute walk to the M60 select bus that goes to LGA airport or to Harlem and the upper west side.",2618273,41072.0,,,0.0,1.0,1.0,"Astoria , NY, United States",Astoria,40.77466,-73.91807,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,"{TV,Internet,Wifi,Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",390,1,0,3,25 months ago,1,29,59,89,89,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,1,1,0,0,0.03,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
512,774899,Unique West Village Loft with Deck,,266210,40470.0,,,0.0,1.0,1.0,"New York, NY, United States",Manhattan,40.7346099999999,-74.00594,Apartment,Shared room,5,1.0,1,3,Real Bed,"{Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",350,4,100,2,27 months ago,1,0,0,0,0,13,0,94.0,9.0,8.0,10.0,10.0,10.0,9.0,0,moderate,1,0,0,1,0.17,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1
532,794472,Beautiful apartment nr Central Park,2 mins walk from the 1 train at 103 st,3718361,41182.0,,,0.0,2.0,1.0,"New York, NY, United States",Manhattan,40.80118,-73.96783,Apartment,Entire home/apt,6,1.5,3,5,Real Bed,"{Internet,Wifi,Kitchen,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Self check-in"",""Building staff"",""Children’s books and toys"",""Hot water"",""Luggage dropoff allowed"",Other}",350,1,0,6,14 months ago,1,0,0,0,0,13,0,89.0,9.0,8.0,10.0,9.0,9.0,9.0,0,moderate,2,1,1,0,0.16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1
561,811198,Downtown Manhattan Luxury 1 Bedroom,,4265697,41240.0,,,0.0,1.0,1.0,"New York, NY, United States",Manhattan,40.74117,-73.99517,Apartment,Entire home/apt,3,1.5,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",349,1,0,3,28 months ago,1,0,0,0,0,3,0,100.0,10.0,10.0,10.0,9.0,10.0,9.0,0,moderate,1,1,0,0,0.07,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
585,834968,3br w/ Private Roof Steps to Subway,1 Block from the Bedford L Train. Minutes from all NYC transfers.,1896642,40978.0,,,0.0,1.0,1.0,"Brooklyn, NY, United States",Brooklyn,40.71699,-73.95817,Apartment,Entire home/apt,6,2.0,3,3,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Gym,Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer}",500,6,0,5,27 months ago,1,0,0,0,0,0,0,,,,,,,,0,strict_14_with_grace_period,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
591,840594,Huge beautiful one bed West Village,,4389865,41255.0,within a few hours,1.0,0.0,1.0,1.0,"New York, NY, United States",Manhattan,40.73126,-74.00502,Apartment,Entire home/apt,3,1.0,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",""Hair dryer""}",400,1,0,7,5 weeks ago,1,30,60,90,365,7,2,83.0,9.0,7.0,10.0,10.0,10.0,9.0,0,flexible,1,1,0,0,0.1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1
592,840667,Amazing Greenwich Village w pool,,4390058,41255.0,within a day,0.67,0.0,1.0,1.0,"New York, NY, United States",Manhattan,40.73075,-73.99265,Apartment,Entire home/apt,3,1.0,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",349,4,50,3,a week ago,1,21,51,81,356,17,0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,1,1,0,0,0.21,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1
664,987616,5 Bdrm Historic Brownstone Triplex,,4018660,41212.0,,,0.0,1.0,1.0,"Brooklyn, NY, United States",Brooklyn,40.6855599999999,-73.99779,Apartment,Entire home/apt,8,2.0,5,5,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron}",350,8,30,5,today,1,0,0,0,0,12,0,92.0,9.0,9.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,1,1,0,0,0.17,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
666,990529,Sunny Luxury Bedroom Guest Bathroom,"We are central to the city and it is easy and convenient to get around. You have the option to walk or there are plenty of taxis, buses, subways, railroads, and even Citibikes across the street.",5440087,41345.0,,,0.0,2.0,0.0,"New York, NY, United States",Manhattan,40.75136,-73.97076,Apartment,Private room,2,1.0,1,1,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials}",349,1,150,3,25 months ago,1,27,57,87,87,3,0,93.0,8.0,9.0,9.0,9.0,9.0,8.0,0,strict_14_with_grace_period,2,0,2,0,0.04,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
695,1053523,Beautiful Ground Level Townhouse Ap,,4128399,41225.0,within a day,0.5,0.0,1.0,0.0,"New York, NY, United States",Manhattan,40.71886,-73.9849699999999,Apartment,Entire home/apt,4,1.0,2,2,Real Bed,"{TV,Internet,""Air conditioning"",""Wheelchair accessible"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit""}",350,4,300,3,9 months ago,1,29,59,89,364,7,0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,1,1,0,0,0.1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1
702,1067251,Entire home/apt in New York,Subway and expressway are close by. CitiBike's can also be rented by the day or week.,5872605,41375.0,,,0.0,1.0,0.0,"New York, NY, United States",East Village,40.7239,-73.97869,Apartment,Entire home/apt,6,2.0,3,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",395,1,0,5,43 months ago,1,0,0,0,0,0,0,,,,,,,,0,flexible,1,1,0,0,,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
770,1225110,"Lovely, Private Home in Greenpoint",The subway is conveniently locate one block away. The ferry is only 2 blocks away.,2888900,41100.0,within an hour,1.0,0.0,2.0,1.0,"Brooklyn, NY, United States",Brooklyn,40.72992,-73.95628,Apartment,Entire home/apt,4,1.5,3,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer}",350,3,20,7,5 weeks ago,1,0,0,0,0,4,0,87.0,9.0,7.0,9.0,9.0,10.0,7.0,0,strict_14_with_grace_period,2,2,0,0,0.06,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1
785,1260727,Luxury 3 Bd 2Bth w/600 sqft deck,There are multiple subway lines a block away in either direction. If you prefer biking there is also a citibike (NY bike share rental) station down the block.,6866620,41436.0,within a few hours,1.0,0.0,1.0,1.0,"New York, NY, United States",Manhattan,40.74119,-73.99168,Apartment,Entire home/apt,5,2.0,3,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Children’s books and toys"",""Window guards"",""Room-darkening shades"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Long term stays allowed"",Other}",350,1,0,14,4 months ago,1,4,5,5,5,4,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,1,1,0,0,0.06,-1,1,-1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1
786,1264663,Prospect Park Apt With Terrace,,809716,40736.0,,,0.0,1.0,1.0,"Brooklyn, NY, United States",Lefferts Garden,40.65994,-73.9589199999999,Apartment,Entire home/apt,3,2.0,2,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer}",350,1,0,5,9 months ago,1,30,60,90,365,0,0,,,,,,,,0,strict_14_with_grace_period,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
797,1284789,Light-filled Brownstone Triplex with Roof Deck,"Home has excellent transportation options.  It is two blocks from the Q & B trains, three blocks from the 2 & 3 Trains,  and five blocks from the 4 train.",5768571,41368.0,within an hour,1.0,0.0,1.0,1.0,"Brooklyn, NY, United States",Prospect Heights,40.67731,-73.9640199999999,Townhouse,Entire home/apt,5,1.0,3,4,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub,""Changing table"",""Children’s books and toys"",""Window guards"",""Babysitter recommendations"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed""}",390,4,25,3,4 months ago,1,19,28,28,28,0,0,,,,,,,,0,strict_14_with_grace_period,1,1,0,0,,-1,1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1
799,1291245,ENORMOUS Artsy 2BR in trendy LES!,"The apartment is easily accessible to all of Manhattan and both North/South Brooklyn. Just a 20 minute walk to Soho, Noho, and the East Village. The F train is one block away, the B/D and the JMZ just a few blocks away. Several expresses buses run nearby as well, and there are two bike share kiosks nearby",2078796,41004.0,,,0.0,1.0,1.0,"New York, NY, United States",Lower East Side,40.71634,-73.99031,Apartment,Entire home/apt,6,2.0,2,3,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",399,4,50,2,23 months ago,1,0,0,0,0,2,0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,0,strict_14_with_grace_period,1,1,0,0,0.05,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
812,1313593,GORGEOUS SUNNY LOFT w/ 15 WINDOWS,,7138163,41451.0,within a few hours,1.0,0.0,1.0,1.0,"New York, NY, United States",Manhattan,40.72353,-73.99059,Apartment,Entire home/apt,5,1.0,2,3,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",465,4,50,30,today,1,0,0,0,273,11,1,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,1,1,0,0,0.18,-1,1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
824,1331231,"Studio Plus, Hilton Grand Vacation",,7220851,41456.0,within a day,1.0,0.0,1.0,0.0,"New York, NY, United States",Manhattan,40.76417,-73.97704,Serviced apartment,Entire home/apt,2,1.0,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Doorman,Gym,Breakfast,Elevator,Heating,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",350,2,0,6,10 months ago,1,23,53,83,351,3,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,1,1,0,0,0.22,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
827,1334793,Prime brownstone with lush backyard,,671579,40700.0,within an hour,1.0,0.0,3.0,1.0,"Brooklyn, NY, United States",Carroll Gardens,40.6838,-73.99849,Townhouse,Entire home/apt,5,2.5,3,5,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""High chair"",""Children’s books and toys"",""Hot water"",""Long term stays allowed"",""Host greets you""}",495,4,75,7,7 weeks ago,1,30,52,52,256,4,2,93.0,10.0,9.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,1,1,0,0,0.08,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1
896,1489426,New york Multi-unit building,,7964729,41491.0,,,0.0,1.0,0.0,"New York, NY, United States",Financial District,40.70582,-74.00888,Apartment,Entire home/apt,6,2.0,2,2,Real Bed,"{Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Private living room""}",390,1,0,3,11 months ago,1,0,0,0,0,1,1,,,,,,,,1,flexible,1,1,0,0,0.1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
918,1583335,West Village 2 br 850 sf - right by the Hudson!,"From JFK: flat rate cab fare for $60 or the airtrain to the downtown A/C subway, get off at West 4th Street. 10 minute walk from the subway. From LGA: best option would be to take a cab, should be around $35. From EWR: airtrain to the NJ Transit or Amtrak or PATH train. I can provide more details if required",117236,40300.0,within an hour,1.0,0.0,1.0,1.0,"New York, NY, United States",West Village,40.7307799999999,-74.0104,Apartment,Entire home/apt,5,1.0,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Pets allowed"",""Pets live on this property"",Dog(s),""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Garden or backyard"",""Luggage dropoff allowed"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Extra space around bed"",""No stairs or steps to enter"",""Host greets you""}",350,1,0,4,4 days ago,1,8,13,13,13,9,0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0,moderate,1,1,0,0,0.14,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1,-1,1,1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1
944,1673040,NEW_Duplex_BreathtakingViews_Beauty,,2119276,41010.0,within a few hours,0.94,0.0,39.0,1.0,"New York, NY, United States",Manhattan,40.7667099999999,-73.98666,Apartment,Entire home/apt,5,1.0,2,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony""}",350,5,35,30,2 months ago,1,0,22,52,327,14,4,95.0,9.0,9.0,9.0,10.0,9.0,9.0,0,strict_14_with_grace_period,39,39,0,0,0.22,-1,1,-1,-1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
